1.06,-0.0395712167
1.07,-0.0395348131
1.08,-0.0395265838
1.09,-0.0395445816
1.1,-0.0395869772
1.11,-0.0396520519
1.12,-0.0397381915
1.13,-0.0398438803
1.14,-0.0399676956
1.15,-0.0401083027
1.16,-0.0402644492
1.17,-0.0404349607
1.18,-0.040618737
1.19,-0.0408147467
1.2,-0.0410220241
1.21,-0.0412396654
1.22,-0.0414668252
1.23,-0.0417027129
1.24,-0.0419465899
1.25,-0.0421977664
1.26,-0.0424555988
1.27,-0.0427194875
1.28,-0.0429888731
1.29,-0.0432632354
1.3,-0.0435420908
1.31,-0.0438249898
1.32,-0.0441115155
1.33,-0.0444012813
1.34,-0.0446939296
1.35,-0.0449891298
1.36,-0.0452865768
1.37,-0.0455859895
1.38,-0.0458871093
1.39,-0.0461896991
1.4,-0.0464935413
