0.01,0.5252717128
0.02,0.480098555
0.03,0.435982292
0.04,0.3929001343
0.05,0.3508297668
0.06,0.3097493392
0.07,0.2696374563
0.08,0.230473169
0.09,0.192235965
0.1,0.1549057597
0.11,0.1184628876
0.12,0.0828880937
0.13,0.0481625249
0.14,0.014267722
0.15,-0.0188143882
0.16,-0.0511015017
0.17,-0.0826109439
0.18,-0.113359678
0.19,-0.1433643121
0.2,-0.1726411066
0.21,-0.2012059814
0.22,-0.2290745226
0.23,-0.2562619897
0.24,-0.2827833223
0.25,-0.3086531462
0.26,-0.3338857806
0.27,-0.3584952438
0.28,-0.3824952595
0.29,-0.4058992631
0.3,-0.4287204076
0.31,-0.450971569
0.32,-0.4726653525
0.33,-0.4938140979
0.34,-0.5144298849
0.35,-0.5345245387
0.36,-0.5541096351
0.37,-0.5731965058
0.38,-0.591796243
0.39,-0.609919705
0.4,-0.6275775205
0.41,-0.6447800935
0.42,-0.661537608
0.43,-0.6778600325
0.44,-0.6937571243
0.45,-0.7092384342
0.46,-0.7243133104
0.47,-0.7389909028
0.48,-0.7532801673
0.49,-0.7671898695
0.5,-0.780728589
0.51,-0.7939047227
0.52,-0.8067264892
0.53,-0.8192019321
0.54,-0.8313389236
0.55,-0.8431451684
0.56,-0.8546282067
0.57,-0.8657954179
0.58,-0.8766540241
0.59,-0.8872110927
0.6,-0.8974735405
0.61,-0.9074481361
0.62,-0.9171415033
0.63,-0.9265601239
0.64,-0.9357103411
0.65,-0.9445983617
0.66,-0.9532302597
0.67,-0.9616119782
0.68,-0.9697493331
0.69,-0.9776480147
0.7,-0.9853135911
0.71,-0.9927515106
0.72,-0.9999671038
0.73,-1.0069655866
0.74,-1.0137520619
0.75,-1.0203315228
0.76,-1.0267088543
0.77,-1.0328888355
0.78,-1.0388761422
0.79,-1.044675349
0.8,-1.050290931
0.81,-1.0557272663
0.82,-1.0609886378
0.83,-1.0660792355
0.84,-1.0710031578
0.85,-1.0757644143
0.86,-1.0803669268
0.87,-1.0848145317
0.88,-1.0891109817
0.89,-1.0932599471
0.9,-1.0972650183
0.91,-1.1011297069
0.92,-1.1048574475
0.93,-1.1084515992
0.94,-1.1119154476
0.95,-1.1152522059
0.96,-1.1184650164
0.97,-1.1215569526
0.98,-1.1245310198
0.99,-1.1273901572
1,-1.130137239
1.01,-1.1327750756
1.02,-1.1353064154
1.03,-1.1377339457
1.04,-1.1400602943
1.05,-1.1422880305
1.06,-1.1444196665
1.07,-1.1464576584
1.08,-1.1484044076
1.09,-1.1502622619
1.1,-1.1520335167
1.11,-1.1537204159
1.12,-1.1553251531
1.13,-1.1568498728
1.14,-1.1582966711
1.15,-1.1596675973
1.16,-1.1609646542
1.17,-1.1621897995
1.18,-1.1633449469
1.19,-1.1644319666
1.2,-1.1654526864
1.21,-1.1664088928
1.22,-1.1673023317
1.23,-1.1681347093
1.24,-1.1689076928
1.25,-1.1696229115
1.26,-1.1702819573
1.27,-1.1708863861
1.28,-1.1714377176
1.29,-1.1719374369
1.3,-1.172386995
1.31,-1.1727878094
1.32,-1.1731412649
1.33,-1.1734487143
1.34,-1.1737114791
1.35,-1.1739308502
1.36,-1.1741080886
1.37,-1.1742444258
1.38,-1.1743410645
1.39,-1.1743991798
1.4,-1.1744199187
